x,y,z,vx,vy,vz,m,id
-1.1524249,2.6742232,1.6760259,0.18374911,-0.19736862,-0.14185318,1.5625001e-05,1797
-0.11080591,-1.1051117,4.5203261,-0.055412844,0.068666004,-0.2481274,1.5625001e-05,3150
-0.0098773288,-0.11692934,0.041150756,-0.87211353,-0.41689438,0.63745964,1.5625001e-05,4591
-2.3152804,-4.5636063,0.63308465,0.12714952,-0.027407842,-0.014732665,1.5625001e-05,5856
-0.63597906,0.29512504,1.0643421,-0.19056864,-0.19997969,-0.64605814,1.5625001e-05,6621
-0.41098562,1.2145234,0.23278557,-0.11541331,0.87096006,0.093127593,1.5625001e-05,8011
28.113653,-9.5903521,14.581691,-0.0058583627,0.00039501049,-0.010223861,1.5625001e-05,10466
-1.5841322,3.2545016,4.301352,0.1429508,-0.088054225,-0.04379705,1.5625001e-05,16750
0.32793996,2.3814983,-3.3083031,-0.030024905,-0.15985495,0.28013104,1.5625001e-05,19600
-0.58674312,-0.82306939,-0.1332757,0.27546391,-0.30789113,0.0034253462,1.5625001e-05,22770
-1.9531165,-0.36935374,-0.20559065,-0.7341193,-0.1391838,-0.075435936,1.5625001e-05,23650
0.64892727,0.78409415,-0.69173914,-0.53791583,-0.4131856,0.57485896,1.5625001e-05,26765
0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.085676476,1.5625001e-05,26771
0.11925393,0.51088417,0.34167671,0.77033144,-0.89070261,-0.049987756,1.5625001e-05,29582
-0.16756283,-0.05753452,0.37447327,0.98280942,0.51055133,0.35580912,1.5625001e-05,34497
-1.1978803,1.6432657,-1.7348863,-0.023559779,0.18643169,-0.23072003,1.5625001e-05,35526
0.86209249,0.29711464,1.0690609,0.13796145,-0.23161358,0.045616161,1.5625001e-05,38199
0.89441597,1.3155891,0.085100241,0.04501126,0.37737229,0.18194439,1.5625001e-05,46544
0.83353132,2.4803071,2.7130721,-0.036489673,0.090598479,0.11934254,1.5625001e-05,46586
0.94721824,-0.65510327,0.061584026,0.56911063,0.2334481,0.01726513,1.5625001e-05,47597
1.1229312,-0.75743961,0.4327535,-0.17286114,0.26442721,0.040143028,1.5625001e-05,49827
-0.42037508,0.070686638,0.46830255,0.053193837,-0.41741118,0.19520862,1.5625001e-05,50170
0.3448588,-2.6589162,-0.69997317,-0.31755161,0.031102611,-0.15626366,1.5625001e-05,50534
-0.095692351,-0.76378512,0.85991299,-0.026378009,0.41282922,-0.34973514,1.5625001e-05,53000
0.80854309,-0.83478612,0.7626676,-0.17991742,-0.42027208,0.39653316,1.5625001e-05,54442
-3.1300402,-1.3874333,1.4429487,0.30496943,0.03491839,-0.15793408,1.5625001e-05,57698
0.16184409,0.64355642,1.2994611,-0.073649824,-0.46022671,-0.33957151,1.5625001e-05,57839
-1.1106294,-0.89113736,-2.0798519,0.073513068,0.073657036,0.14707656,1.5625001e-05,59117
1.1407702,0.73691112,2.050385,-0.22767232,-0.24937358,-0.3503283,1.5625001e-05,59636
4.304029,4.1644883,2.5850835,-0.064136907,-0.083560437,-0.054110937,1.5625001e-05,63358
